COMPANY_CD(String),ContactName(String),COMPANY_NM(String),PRODUCT_CD(Integer),PRODUCT_NM(String),QTY(Integer),discount(Float),COST(Float),OrderDate(DateTime)
HILAA,Carlos Hernandez,HILARIoN-Abastos,59,Raclette Courdavault,35,0,55,08/16/1995 0:00:00
HILAA,Carlos Hernandez,HILARIoN-Abastos,13,Konbu,60,0,6,08/16/1995 0:00:00
HILAA,Carlos Hernandez,HILARIoN-Abastos,71,Flotemysost,30,0,"21.5",03/25/1996 0:00:00
HILAA,Carlos Hernandez,HILARIoN-Abastos,69,Gudbrandsdalsost,8,0,"28.8",01/26/1995 0:00:00
HILAA,Carlos Hernandez,HILARIoN-Abastos,13,Konbu,8,"0.1",6,08/29/1995 0:00:00
HILAA,Carlos Hernandez,HILARIoN-Abastos,70,Outback Lager,12,0,12,04/17/1995 0:00:00
HILAA,Carlos Hernandez,HILARIoN-Abastos,57,Ravioli Angelo,20,0,"19.5",05/28/1996 0:00:00
HILAA,Carlos Hernandez,HILARIoN-Abastos,2,Chang,50,0,19,09/22/1995 0:00:00
HILAA,Carlos Hernandez,HILARIoN-Abastos,69,Gudbrandsdalsost,18,0,36,06/29/1995 0:00:00
HILAA,Carlos Hernandez,HILARIoN-Abastos,77,Original Frankfurter grune Sosse,15,0,"10.4",08/16/1994 0:00:00
HILAA,Carlos Hernandez,HILARIoN-Abastos,68,Scottish Longbreads,30,0,10,05/01/1995 0:00:00
HILAA,Carlos Hernandez,HILARIoN-Abastos,11,Queso Cabrales,5,0,"16.8",04/26/1995 0:00:00
HILAA,Carlos Hernandez,HILARIoN-Abastos,75,Rhonbrau Klosterbier,40,0,"7.75",08/29/1995 0:00:00
HILAA,Carlos Hernandez,HILARIoN-Abastos,59,Raclette Courdavault,60,0,44,05/01/1995 0:00:00
HILAA,Carlos Hernandez,HILARIoN-Abastos,75,Rhonbrau Klosterbier,30,0,"7.75",06/29/1995 0:00:00
HILAA,Carlos Hernandez,HILARIoN-Abastos,75,Rhonbrau Klosterbier,36,0,"6.2",05/01/1995 0:00:00
HUNGC,Yoshi Latimer,Hungry Coyote Import Store,73,Rod Kaviar,30,0,15,08/16/1995 0:00:00
HUNGC,Yoshi Latimer,Hungry Coyote Import Store,33,Geitost,20,0,2,02/15/1995 0:00:00
HUNGC,Yoshi Latimer,Hungry Coyote Import Store,54,Tourtiere,4,0,"7.45",08/16/1995 0:00:00
HUNGC,Yoshi Latimer,Hungry Coyote Import Store,17,Alice Mutton,2,0,"31.2",02/15/1995 0:00:00
HUNGC,Yoshi Latimer,Hungry Coyote Import Store,13,Konbu,10,0,"4.8",01/25/1995 0:00:00
HUNGC,Yoshi Latimer,Hungry Coyote Import Store,14,Tofu,15,0,"18.6",01/06/1995 0:00:00
HUNGC,Yoshi Latimer,Hungry Coyote Import Store,54,Tourtiere,10,0,"5.9",01/06/1995 0:00:00
HUNGC,Yoshi Latimer,Hungry Coyote Import Store,62,Tarte au sucre,10,0,"39.4",01/25/1995 0:00:00
HUNGC,Yoshi Latimer,Hungry Coyote Import Store,20,Sir Rodney's Marmalade,21,0,81,10/09/1995 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,63,Vegie-spread,35,"0.25","35.1",03/01/1995 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,36,Inlagd Sill,40,"0.25","15.2",10/06/1994 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,10,Ikura,18,"0.25",31,09/27/1995 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,71,Flotemysost,3,0,"17.2",10/20/1994 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,70,Outback Lager,30,0,12,01/12/1995 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,75,Rhonbrau Klosterbier,20,0,"7.75",12/12/1995 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,51,Manjimup Dried Apples,3,0,53,07/13/1995 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,41,Jack's New England Clam Chowder,80,"0.1","9.65",05/25/1995 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,71,Flotemysost,50,"0.2","17.2",01/05/1995 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,39,Chartreuse verte,3,"0.2",18,10/10/1995 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,51,Manjimup Dried Apples,48,"0.2","42.4",11/22/1994 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,18,Carnarvon Tigers,25,"0.1","62.5",05/25/1995 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,31,Gorgonzola Telino,60,"0.2","12.5",07/13/1995 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,62,Tarte au sucre,15,0,"39.4",10/06/1994 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,58,Escargots de Bourgogne,80,"0.2","10.6",01/05/1995 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,18,Carnarvon Tigers,8,"0.1","62.5",04/29/1996 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,58,Escargots de Bourgogne,49,"0.2","13.25",10/10/1995 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,14,Tofu,70,0,"23.25",05/12/1995 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,9,Mishi Kobe Niku,50,"0.25",97,10/31/1995 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,59,Raclette Courdavault,30,"0.25",44,10/06/1994 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,4,Chef Anton's Cajun Seasoning,20,0,"17.6",10/20/1994 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,59,Raclette Courdavault,42,"0.15",55,11/13/1995 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,30,Nord-Ost Matjeshering,36,0,"25.89",03/21/1996 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,41,Jack's New England Clam Chowder,30,"0.1","9.65",05/30/1996 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,77,Original Frankfurter grune Sosse,35,"0.25",13,09/27/1995 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,36,Inlagd Sill,6,"0.25",19,10/31/1995 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,65,Louisiana Fiery Hot Pepper Sauce,40,0,"21.05",12/12/1995 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,29,Thuringer Rostbratwurst,60,"0.25","123.79",03/28/1996 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,53,Perth Pasties,3,"0.05","32.8",11/21/1995 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,42,Singaporean Hokkien Fried Mee,20,0,14,05/25/1995 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,29,Thuringer Rostbratwurst,80,0,"123.79",03/21/1996 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,32,Mascarpone Fabioli,35,"0.1",32,04/29/1996 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,65,Louisiana Fiery Hot Pepper Sauce,20,0,"21.05",05/12/1995 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,32,Mascarpone Fabioli,6,"0.2","25.6",11/22/1994 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,30,Nord-Ost Matjeshering,18,"0.1","20.7",01/12/1995 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,11,Queso Cabrales,40,"0.25",21,03/28/1996 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,16,Pavlova,36,"0.1","17.45",04/29/1996 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,60,Camembert Pierrot,6,"0.1","27.2",01/12/1995 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,6,Grandma's Boysenberry Spread,30,0,20,10/20/1994 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,43,Ipoh Coffee,20,0,"36.8",10/20/1994 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,1,Chai,15,"0.25",18,09/27/1995 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,29,Thuringer Rostbratwurst,10,0,"123.79",10/31/1995 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,31,Gorgonzola Telino,25,"0.2",10,11/22/1994 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,59,Raclette Courdavault,40,"0.2",55,07/13/1995 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,71,Flotemysost,30,"0.25","21.5",09/27/1995 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,40,Boston Crab Meat,40,"0.1","18.4",05/30/1996 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,56,Gnocchi di nonna Alice,30,0,38,11/21/1995 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,50,Valkoinen suklaa,40,0,13,03/01/1995 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,76,Lakkalikoori,35,"0.15",18,11/13/1995 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,2,Chang,7,"0.2","15.2",11/22/1994 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,2,Chang,40,0,"15.2",10/06/1994 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,53,Perth Pasties,20,"0.1","26.2",01/12/1995 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,34,Sasquatch Ale,30,0,14,05/30/1996 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,71,Flotemysost,20,"0.15","21.5",11/13/1995 0:00:00
HUNGO,Patricia McKenna,Hungry Owl All-Night Grocers,42,Singaporean Hokkien Fried Mee,2,0,"11.2",10/20/1994 0:00:00
ISLAT,Helen Bennett,Island Trading,71,Flotemysost,12,0,"17.2",04/13/1995 0:00:00
ISLAT,Helen Bennett,Island Trading,71,Flotemysost,15,0,"21.5",09/05/1995 0:00:00
ISLAT,Helen Bennett,Island Trading,60,Camembert Pierrot,21,0,34,02/13/1996 0:00:00
ISLAT,Helen Bennett,Island Trading,72,Mozzarella di Giovanni,10,0,"34.8",01/26/1996 0:00:00
ISLAT,Helen Bennett,Island Trading,41,Jack's New England Clam Chowder,20,0,"7.7",11/01/1994 0:00:00
ISLAT,Helen Bennett,Island Trading,33,Geitost,12,0,2,04/13/1995 0:00:00
ISLAT,Helen Bennett,Island Trading,61,Sirop d'erable,30,0,"28.5",04/05/1996 0:00:00
ISLAT,Helen Bennett,Island Trading,59,Raclette Courdavault,6,0,55,12/21/1995 0:00:00
ISLAT,Helen Bennett,Island Trading,56,Gnocchi di nonna Alice,15,0,38,12/21/1995 0:00:00
ISLAT,Helen Bennett,Island Trading,23,Tunnbrod,10,0,9,09/05/1995 0:00:00
ISLAT,Helen Bennett,Island Trading,23,Tunnbrod,5,0,9,10/19/1995 0:00:00
ISLAT,Helen Bennett,Island Trading,53,Perth Pasties,2,0,"32.8",04/05/1996 0:00:00
ISLAT,Helen Bennett,Island Trading,76,Lakkalikoori,10,0,18,12/21/1995 0:00:00
ISLAT,Helen Bennett,Island Trading,62,Tarte au sucre,2,0,"49.3",01/26/1996 0:00:00
ISLAT,Helen Bennett,Island Trading,35,Steeleye Stout,10,0,"14.4",11/03/1994 0:00:00
ISLAT,Helen Bennett,Island Trading,13,Konbu,10,0,6,02/13/1996 0:00:00
ISLAT,Helen Bennett,Island Trading,70,Outback Lager,30,0,12,10/27/1994 0:00:00
ISLAT,Helen Bennett,Island Trading,19,Teatime Chocolate Biscuits,5,0,"9.2",09/05/1995 0:00:00
ISLAT,Helen Bennett,Island Trading,8,Northwoods Cranberry Sauce,20,0,40,02/13/1996 0:00:00
ISLAT,Helen Bennett,Island Trading,34,Sasquatch Ale,14,0,"11.2",10/27/1994 0:00:00
ISLAT,Helen Bennett,Island Trading,76,Lakkalikoori,6,0,"14.4",11/01/1994 0:00:00
ISLAT,Helen Bennett,Island Trading,2,Chang,10,0,19,02/13/1996 0:00:00
ISLAT,Helen Bennett,Island Trading,70,Outback Lager,20,0,15,09/05/1995 0:00:00
KOENE,Philip Cramer,Koniglich Essen,40,Boston Crab Meat,60,"0.15","18.4",02/06/1996 0:00:00
KOENE,Philip Cramer,Koniglich Essen,30,Nord-Ost Matjeshering,8,0,"20.7",04/07/1995 0:00:00
KOENE,Philip Cramer,Koniglich Essen,30,Nord-Ost Matjeshering,35,0,"25.89",03/20/1996 0:00:00
KOENE,Philip Cramer,Koniglich Essen,43,Ipoh Coffee,15,0,"36.8",04/07/1995 0:00:00
KOENE,Philip Cramer,Koniglich Essen,11,Queso Cabrales,15,"0.05",21,06/20/1995 0:00:00
KOENE,Philip Cramer,Koniglich Essen,72,Mozzarella di Giovanni,40,0,"27.8",11/09/1994 0:00:00
KOENE,Philip Cramer,Koniglich Essen,8,Northwoods Cranberry Sauce,30,0,40,03/20/1996 0:00:00
KOENE,Philip Cramer,Koniglich Essen,16,Pavlova,20,0,"17.45",11/27/1995 0:00:00
KOENE,Philip Cramer,Koniglich Essen,29,Thuringer Rostbratwurst,24,0,"123.79",03/20/1996 0:00:00
KOENE,Philip Cramer,Koniglich Essen,13,Konbu,20,"0.15",6,01/26/1996 0:00:00
KOENE,Philip Cramer,Koniglich Essen,13,Konbu,12,0,"4.8",11/09/1994 0:00:00
KOENE,Philip Cramer,Koniglich Essen,6,Grandma's Boysenberry Spread,6,0,20,11/09/1994 0:00:00
KOENE,Philip Cramer,Koniglich Essen,31,Gorgonzola Telino,4,0,10,11/09/1994 0:00:00
KOENE,Philip Cramer,Koniglich Essen,62,Tarte au sucre,20,0,"49.3",11/27/1995 0:00:00
KOENE,Philip Cramer,Koniglich Essen,15,Genen Shouyu,5,0,"12.4",11/07/1994 0:00:00
KOENE,Philip Cramer,Koniglich Essen,14,Tofu,9,0,"18.6",11/09/1994 0:00:00
KOENE,Philip Cramer,Koniglich Essen,62,Tarte au sucre,25,"0.15","49.3",02/06/1996 0:00:00
KOENE,Philip Cramer,Koniglich Essen,70,Outback Lager,14,"0.1",15,05/16/1995 0:00:00
KOENE,Philip Cramer,Koniglich Essen,49,Maxilaku,21,"0.15",16,03/28/1995 0:00:00
KOENE,Philip Cramer,Koniglich Essen,12,Queso Manchego La Pastora,36,0,38,11/27/1995 0:00:00
KOENE,Philip Cramer,Koniglich Essen,76,Lakkalikoori,35,0,18,09/13/1995 0:00:00
KOENE,Philip Cramer,Koniglich Essen,24,Guarana Fantastica,20,"0.15","4.5",01/26/1996 0:00:00
KOENE,Philip Cramer,Koniglich Essen,21,Sir Rodney's Scones,40,"0.15",8,03/28/1995 0:00:00
KOENE,Philip Cramer,Koniglich Essen,3,Aniseed Syrup,49,0,10,02/23/1996 0:00:00
KOENE,Philip Cramer,Koniglich Essen,59,Raclette Courdavault,25,0,55,01/26/1996 0:00:00
KOENE,Philip Cramer,Koniglich Essen,55,Pate chinois,35,0,24,05/16/1996 0:00:00
KOENE,Philip Cramer,Koniglich Essen,24,Guarana Fantastica,10,0,"4.5",03/20/1996 0:00:00
KOENE,Philip Cramer,Koniglich Essen,36,Inlagd Sill,20,0,19,03/20/1996 0:00:00
KOENE,Philip Cramer,Koniglich Essen,55,Pate chinois,12,"0.05",24,09/13/1995 0:00:00
KOENE,Philip Cramer,Koniglich Essen,39,Chartreuse verte,4,0,"14.4",11/07/1994 0:00:00
KOENE,Philip Cramer,Koniglich Essen,36,Inlagd Sill,40,0,19,11/27/1995 0:00:00
KOENE,Philip Cramer,Koniglich Essen,59,Raclette Courdavault,36,0,44,03/28/1995 0:00:00
KOENE,Philip Cramer,Koniglich Essen,25,NuNuCa Nuss-Nougat-Creme,4,0,"11.2",11/07/1994 0:00:00
KOENE,Philip Cramer,Koniglich Essen,54,Tourtiere,24,"0.05","7.45",06/20/1995 0:00:00
KOENE,Philip Cramer,Koniglich Essen,59,Raclette Courdavault,24,0,55,05/16/1996 0:00:00
KOENE,Philip Cramer,Koniglich Essen,25,NuNuCa Nuss-Nougat-Creme,18,"0.1",14,05/16/1995 0:00:00
KOENE,Philip Cramer,Koniglich Essen,38,Cote de Blaye,30,0,"263.5",02/06/1996 0:00:00
KOENE,Philip Cramer,Koniglich Essen,26,Gumbar Gummibarchen,18,"0.15","31.23",02/23/1996 0:00:00
KOENE,Philip Cramer,Koniglich Essen,26,Gumbar Gummibarchen,40,"0.15","31.23",02/06/1996 0:00:00
LACOR,Daniel Tonini,La corne d'abondance,33,Geitost,7,0,"2.5",04/23/1996 0:00:00
LACOR,Daniel Tonini,La corne d'abondance,26,Gumbar Gummibarchen,5,0,"31.23",04/23/1996 0:00:00
LACOR,Daniel Tonini,La corne d'abondance,52,Filo Mix,5,0,7,04/04/1996 0:00:00
LACOR,Daniel Tonini,La corne d'abondance,7,Uncle Bob's Organic Dried Pears,5,0,30,02/29/1996 0:00:00
LACOR,Daniel Tonini,La corne d'abondance,41,Jack's New England Clam Chowder,6,0,"9.65",04/23/1996 0:00:00
LACOR,Daniel Tonini,La corne d'abondance,20,Sir Rodney's Marmalade,5,0,81,04/04/1996 0:00:00
LACOR,Daniel Tonini,La corne d'abondance,75,Rhonbrau Klosterbier,10,0,"7.75",04/23/1996 0:00:00
LACOR,Daniel Tonini,La corne d'abondance,27,Schoggi Schokolade,10,0,"43.9",02/29/1996 0:00:00
LACOR,Daniel Tonini,La corne d'abondance,70,Outback Lager,4,0,15,02/29/1996 0:00:00
LACOR,Daniel Tonini,La corne d'abondance,76,Lakkalikoori,20,0,18,04/04/1996 0:00:00
LACOR,Daniel Tonini,La corne d'abondance,17,Alice Mutton,6,0,39,04/23/1996 0:00:00
LAMAI,Annette Roulet,La maison d'Asie,13,Konbu,3,"0.2",6,02/14/1996 0:00:00
LAMAI,Annette Roulet,La maison d'Asie,46,Spegesild,10,"0.2","9.6",03/24/1995 0:00:00
LAMAI,Annette Roulet,La maison d'Asie,42,Singaporean Hokkien Fried Mee,10,"0.2",14,04/02/1996 0:00:00
LAMAI,Annette Roulet,La maison d'Asie,67,Laughing Lumberjack Lager,24,"0.2",14,04/02/1996 0:00:00
LAMAI,Annette Roulet,La maison d'Asie,24,Guarana Fantastica,10,"0.2","4.5",05/27/1996 0:00:00
LAMAI,Annette Roulet,La maison d'Asie,1,Chai,24,0,"14.4",02/14/1995 0:00:00
LAMAI,Annette Roulet,La maison d'Asie,36,Inlagd Sill,20,"0.05","15.2",12/21/1994 0:00:00
LAMAI,Annette Roulet,La maison d'Asie,34,Sasquatch Ale,10,"0.05","11.2",12/21/1994 0:00:00
LAMAI,Annette Roulet,La maison d'Asie,36,Inlagd Sill,6,"0.2","15.2",01/03/1995 0:00:00
LAMAI,Annette Roulet,La maison d'Asie,2,Chang,15,"0.05",19,01/19/1996 0:00:00
LAMAI,Annette Roulet,La maison d'Asie,66,Louisiana Hot Spiced Okra,10,"0.1","13.6",05/03/1995 0:00:00
LAMAI,Annette Roulet,La maison d'Asie,76,Lakkalikoori,14,0,"14.4",02/14/1995 0:00:00
LAMAI,Annette Roulet,La maison d'Asie,69,Gudbrandsdalsost,18,"0.1","28.8",12/12/1994 0:00:00
LAMAI,Annette Roulet,La maison d'Asie,43,Ipoh Coffee,10,"0.2",46,04/02/1996 0:00:00
LAMAI,Annette Roulet,La maison d'Asie,55,Pate chinois,10,"0.25","19.2",02/24/1995 0:00:00
LAMAI,Annette Roulet,La maison d'Asie,65,Louisiana Fiery Hot Pepper Sauce,15,"0.1","16.8",05/03/1995 0:00:00
LAMAI,Annette Roulet,La maison d'Asie,24,Guarana Fantastica,10,"0.05","3.6",12/21/1994 0:00:00
LAMAI,Annette Roulet,La maison d'Asie,64,Wimmers gute Semmelknodel,3,0,"33.25",02/14/1996 0:00:00
LAMAI,Annette Roulet,La maison d'Asie,69,Gudbrandsdalsost,10,"0.1","28.8",05/03/1995 0:00:00
LAMAI,Annette Roulet,La maison d'Asie,44,Gula Malacca,16,"0.2","19.45",02/14/1996 0:00:00
LAMAI,Annette Roulet,La maison d'Asie,29,Thuringer Rostbratwurst,20,"0.05","123.79",01/19/1996 0:00:00
LAMAI,Annette Roulet,La maison d'Asie,76,Lakkalikoori,20,"0.25","14.4",02/24/1995 0:00:00
LAMAI,Annette Roulet,La maison d'Asie,36,Inlagd Sill,21,"0.25",19,08/25/1995 0:00:00
LAMAI,Annette Roulet,La maison d'Asie,15,Genen Shouyu,12,"0.05","15.5",05/10/1995 0:00:00
LAMAI,Annette Roulet,La maison d'Asie,75,Rhonbrau Klosterbier,8,"0.1","7.75",09/14/1995 0:00:00
LAMAI,Annette Roulet,La maison d'Asie,50,Valkoinen suklaa,15,"0.1",13,12/12/1994 0:00:00
LAMAI,Annette Roulet,La maison d'Asie,33,Geitost,20,"0.2",2,03/24/1995 0:00:00
LAMAI,Annette Roulet,La maison d'Asie,16,Pavlova,20,"0.2","13.9",03/24/1995 0:00:00
LAMAI,Annette Roulet,La maison d'Asie,25,NuNuCa Nuss-Nougat-Creme,10,"0.2",14,02/14/1996 0:00:00
LAMAI,Annette Roulet,La maison d'Asie,28,Rossle Sauerkraut,8,"0.05","45.6",05/10/1995 0:00:00
LAMAI,Annette Roulet,La maison d'Asie,62,Tarte au sucre,40,0,"39.4",02/14/1995 0:00:00
LAUGB,Yoshi Tannamuri,Laughing Bacchus Wine Cellars,24,Guarana Fantastica,5,0,"4.5",09/05/1995 0:00:00
LAUGB,Yoshi Tannamuri,Laughing Bacchus Wine Cellars,25,NuNuCa Nuss-Nougat-Creme,5,0,14,02/01/1996 0:00:00
LAUGB,Yoshi Tannamuri,Laughing Bacchus Wine Cellars,52,Filo Mix,5,0,7,09/05/1995 0:00:00
LAUGB,Yoshi Tannamuri,Laughing Bacchus Wine Cellars,23,Tunnbrod,10,0,"7.2",05/04/1995 0:00:00
LAUGB,Yoshi Tannamuri,Laughing Bacchus Wine Cellars,41,Jack's New England Clam Chowder,20,0,"7.7",05/04/1995 0:00:00
LAUGB,Yoshi Tannamuri,Laughing Bacchus Wine Cellars,13,Konbu,7,0,6,02/01/1996 0:00:00
LAUGB,Yoshi Tannamuri,Laughing Bacchus Wine Cellars,70,Outback Lager,5,0,15,02/01/1996 0:00:00
LAUGB,Yoshi Tannamuri,Laughing Bacchus Wine Cellars,77,Original Frankfurter grune Sosse,5,0,"10.4",05/04/1995 0:00:00
LAZYK,John Steel,Lazy K Kountry Store,11,Queso Cabrales,10,0,21,06/22/1995 0:00:00
LAZYK,John Steel,Lazy K Kountry Store,40,Boston Crab Meat,10,0,"14.7",04/21/1995 0:00:00
LEHMS,Renate Messner,Lehmanns Marktstand,60,Camembert Pierrot,20,"0.25","27.2",09/19/1994 0:00:00
LEHMS,Renate Messner,Lehmanns Marktstand,31,Gorgonzola Telino,20,0,"12.5",06/04/1996 0:00:00
LEHMS,Renate Messner,Lehmanns Marktstand,6,Grandma's Boysenberry Spread,20,0,25,04/08/1996 0:00:00
LEHMS,Renate Messner,Lehmanns Marktstand,26,Gumbar Gummibarchen,5,"0.05","31.23",08/08/1995 0:00:00
LEHMS,Renate Messner,Lehmanns Marktstand,68,Scottish Longbreads,4,"0.05",10,12/01/1994 0:00:00
LEHMS,Renate Messner,Lehmanns Marktstand,77,Original Frankfurter grune Sosse,25,0,"10.4",05/05/1995 0:00:00
LEHMS,Renate Messner,Lehmanns Marktstand,40,Boston Crab Meat,25,"0.2","18.4",05/31/1995 0:00:00
LEHMS,Renate Messner,Lehmanns Marktstand,44,Gula Malacca,21,0,"15.5",09/19/1994 0:00:00
LEHMS,Renate Messner,Lehmanns Marktstand,16,Pavlova,30,"0.15","17.45",06/04/1996 0:00:00
LEHMS,Renate Messner,Lehmanns Marktstand,72,Mozzarella di Giovanni,25,0,"27.8",05/05/1995 0:00:00
LEHMS,Renate Messner,Lehmanns Marktstand,60,Camembert Pierrot,35,"0.25",34,06/14/1995 0:00:00
LEHMS,Renate Messner,Lehmanns Marktstand,30,Nord-Ost Matjeshering,10,0,"25.89",06/12/1995 0:00:00
LEHMS,Renate Messner,Lehmanns Marktstand,54,Tourtiere,10,"0.2","7.45",06/12/1995 0:00:00
LEHMS,Renate Messner,Lehmanns Marktstand,67,Laughing Lumberjack Lager,5,"0.25","11.2",09/19/1994 0:00:00
LEHMS,Renate Messner,Lehmanns Marktstand,17,Alice Mutton,15,"0.25","31.2",09/13/1994 0:00:00
LEHMS,Renate Messner,Lehmanns Marktstand,11,Queso Cabrales,25,0,21,03/01/1996 0:00:00
LEHMS,Renate Messner,Lehmanns Marktstand,40,Boston Crab Meat,10,"0.2","18.4",06/12/1995 0:00:00
LEHMS,Renate Messner,Lehmanns Marktstand,30,Nord-Ost Matjeshering,20,"0.2","25.89",05/31/1995 0:00:00
LEHMS,Renate Messner,Lehmanns Marktstand,30,Nord-Ost Matjeshering,15,"0.05","25.89",03/19/1996 0:00:00
LEHMS,Renate Messner,Lehmanns Marktstand,1,Chai,40,"0.2",18,05/31/1995 0:00:00
LEHMS,Renate Messner,Lehmanns Marktstand,64,Wimmers gute Semmelknodel,30,0,"33.25",07/04/1995 0:00:00
LEHMS,Renate Messner,Lehmanns Marktstand,75,Rhonbrau Klosterbier,20,0,"7.75",07/04/1995 0:00:00
LEHMS,Renate Messner,Lehmanns Marktstand,12,Queso Manchego La Pastora,15,"0.25",38,06/14/1995 0:00:00
LEHMS,Renate Messner,Lehmanns Marktstand,27,Schoggi Schokolade,15,"0.25","35.1",09/19/1994 0:00:00
LEHMS,Renate Messner,Lehmanns Marktstand,52,Filo Mix,8,0,7,03/01/1996 0:00:00
LEHMS,Renate Messner,Lehmanns Marktstand,64,Wimmers gute Semmelknodel,50,0,"26.6",12/01/1994 0:00:00
LEHMS,Renate Messner,Lehmanns Marktstand,20,Sir Rodney's Marmalade,21,"0.2",81,08/09/1995 0:00:00
LEHMS,Renate Messner,Lehmanns Marktstand,69,Gudbrandsdalsost,20,"0.2",36,08/09/1995 0:00:00
LEHMS,Renate Messner,Lehmanns Marktstand,1,Chai,40,"0.15",18,06/04/1996 0:00:00
LEHMS,Renate Messner,Lehmanns Marktstand,15,Genen Shouyu,25,"0.05","15.5",08/08/1995 0:00:00
LEHMS,Renate Messner,Lehmanns Marktstand,76,Lakkalikoori,15,0,"14.4",12/01/1994 0:00:00
LEHMS,Renate Messner,Lehmanns Marktstand,8,Northwoods Cranberry Sauce,24,0,40,05/31/1995 0:00:00
LEHMS,Renate Messner,Lehmanns Marktstand,59,Raclette Courdavault,25,0,55,01/10/1996 0:00:00
LEHMS,Renate Messner,Lehmanns Marktstand,76,Lakkalikoori,4,"0.2",18,08/09/1995 0:00:00
LEHMS,Renate Messner,Lehmanns Marktstand,56,Gnocchi di nonna Alice,14,0,"30.4",05/05/1995 0:00:00
LEHMS,Renate Messner,Lehmanns Marktstand,29,Thuringer Rostbratwurst,18,0,"123.79",01/10/1996 0:00:00
LEHMS,Renate Messner,Lehmanns Marktstand,2,Chang,20,"0.15",19,06/04/1996 0:00:00
LEHMS,Renate Messner,Lehmanns Marktstand,33,Geitost,30,0,"2.5",06/14/1995 0:00:00
